Bachelor's degree,Doctor's degree,Junior college,Junior middle school,MBA,Master's degree,Sector,Senior middle school,Technical secondary school,Total demands,Unlimited,season,month,year
3,0,17,0,0,0,"IT-QM, technical support and more",0,0,44,0,spring,5,2016
0,0,0,0,0,0,Communications technology,8,0,40,0,spring,5,2016
15,0,23,0,0,2,Electronics/appliances/semiconductor/instrumentation,2,0,105,5,spring,5,2016
17,0,137,0,0,0,Finance/auditing/tax,3,5,333,31,spring,5,2016
25,0,32,4,0,0,Engineering/machinery/energy,2,7,296,16,spring,5,2016
17,0,117,1,0,0,HR,3,0,479,39,spring,5,2016
0,0,6,0,0,0,Senior management,0,0,15,7,spring,5,2016
1,0,19,2,0,0,Logistics/warehousing,24,12,303,30,spring,5,2016
3,0,55,0,0,0,Art/graphics/Animation design,1,12,349,42,spring,5,2016
5,0,2,0,0,0,Science & Technology,0,0,46,0,spring,5,2016
2,0,5,0,0,0,Legal profession/law,0,0,34,10,spring,5,2016
40,0,21,0,0,3,Education,0,0,368,6,spring,5,2016
3,0,12,0,0,0,Hospital/medical/care,1,0,143,6,spring,5,2016
1,0,64,2,0,0,Counsel/consulting,2,0,749,20,spring,5,2016
0,0,2,29,0,0,Transportation service,4,0,434,42,spring,5,2016
0,0,0,0,0,0,Translation,0,0,11,7,spring,5,2016
3,0,31,1,0,0,Construction/infrastructure/gardening,3,7,315,17,spring,5,2016
27,0,240,2,0,0,Office administration/logistics,24,16,1236,138,spring,5,2016
1,0,94,1,0,0,Customer service and technical support,18,7,1230,56,spring,5,2016
1,0,18,0,0,0,Securities/finance/investment,0,6,731,28,spring,5,2016
0,0,3,0,0,0,Insurance,0,0,267,13,spring,5,2016
2,0,13,1,0,0,Production/operation,4,6,89,9,spring,5,2016
3,0,7,0,0,0,QMS/safety/environmental protection,1,0,45,10,spring,5,2016
0,0,17,40,0,0,Technical work,36,5,827,77,spring,5,2016
0,0,15,0,0,0,Procurement,0,1,38,10,spring,5,2016
1,0,4,0,0,0,Trade,0,0,27,3,spring,5,2016
0,0,16,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,4,0,334,10,spring,5,2016
0,0,2,0,0,0,Advertising,0,1,16,0,spring,5,2016
1,0,2,0,0,0,PRs and news media,0,0,11,2,spring,5,2016
2,0,0,0,0,0,"Movies, TV and recreation",2,0,8,2,spring,5,2016
1,0,6,0,0,0,Literature/screenwriting/writing,0,0,40,3,spring,5,2016
0,0,9,0,0,0,Real property,6,0,429,18,spring,5,2016
0,0,12,0,0,0,Property management,0,36,326,15,spring,5,2016
0,0,16,0,0,0,Restaurants & recreation,1,0,2978,134,spring,5,2016
0,0,7,0,0,0,Hotels/tourism,0,0,39,6,spring,5,2016
0,0,3,2,0,0,Beauty and personal care,2,2,179,12,spring,5,2016
0,0,11,0,0,0,General merchandise/chains/retail,3,0,233,21,spring,5,2016
0,0,1,0,0,0,Security/housekeeping/other,0,3,102,16,spring,5,2016
15,0,29,0,0,0,Graduates,0,3,600,15,spring,5,2016
11,0,68,2,0,0,Other,13,6,789,69,spring,5,2016
1,0,12,0,0,0,,5,1,114,0,summer,6,2016
3,0,0,0,0,0,Computer software,0,0,250,27,summer,6,2016
29,0,209,0,0,0,Sales management,62,10,2416,124,summer,6,2016
29,0,124,2,0,0,market/marketing,41,12,2024,76,summer,6,2016
6,0,286,7,0,0,Sales,161,31,6907,221,summer,6,2016
0,0,8,0,0,0,Computer hardware,2,0,37,2,summer,6,2016
1,0,44,0,0,0,Internet development and application,0,8,311,39,summer,6,2016
0,0,2,0,0,0,IT-Management,0,0,6,0,summer,6,2016
4,0,7,0,0,0,"IT-QM, technical support and more",0,1,31,0,summer,6,2016
0,0,2,0,0,0,Communications technology,6,0,68,1,summer,6,2016
5,0,16,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,12,113,5,summer,6,2016
12,0,98,0,0,0,Finance/auditing/tax,2,7,251,11,summer,6,2016
18,0,27,0,0,0,Engineering/machinery/energy,1,0,141,9,summer,6,2016
8,0,97,0,0,0,HR,2,3,279,19,summer,6,2016
4,0,0,0,0,0,Senior management,0,0,56,10,summer,6,2016
0,0,17,2,0,0,Logistics/warehousing,25,16,185,19,summer,6,2016
7,0,42,0,0,0,Art/graphics/Animation design,0,14,348,23,summer,6,2016
0,0,2,0,0,0,Science & Technology,0,0,7,0,summer,6,2016
0,0,0,0,0,0,Legal profession/law,0,0,6,5,summer,6,2016
11,0,13,0,0,1,Education,0,0,117,1,summer,6,2016
10,0,31,0,0,0,Hospital/medical/care,1,2,389,16,summer,6,2016
1,0,12,0,0,0,Counsel/consulting,7,0,304,12,summer,6,2016
0,0,0,8,0,0,Transportation service,8,2,111,21,summer,6,2016
3,0,28,4,0,0,Construction/infrastructure/gardening,0,8,282,23,summer,6,2016
24,0,174,2,0,0,Office administration/logistics,24,24,940,92,summer,6,2016
4,0,84,0,0,0,Customer service and technical support,26,7,1369,41,summer,6,2016
2,0,20,0,0,0,Securities/finance/investment,6,9,477,7,summer,6,2016
0,0,6,0,0,0,Insurance,2,0,110,0,summer,6,2016
3,0,18,0,0,0,Production/operation,4,4,174,8,summer,6,2016
10,0,19,0,0,0,QMS/safety/environmental protection,0,6,132,6,summer,6,2016
4,0,14,9,0,0,Technical work,4,11,580,72,summer,6,2016
0,0,0,0,0,0,Fashion/textile/furs,0,1,1,0,summer,6,2016
0,0,16,0,0,0,Procurement,0,2,51,7,summer,6,2016
2,0,0,0,0,0,Trade,0,0,9,2,summer,6,2016
0,0,11,1,0,0,Biology/chemicals/pharmaceuticals/medical equipment,2,1,59,2,summer,6,2016
0,0,7,0,0,0,Advertising,0,0,34,5,summer,6,2016
0,0,2,0,0,0,PRs and news media,0,0,4,0,summer,6,2016
0,0,0,0,0,0,"Movies, TV and recreation",0,0,4,2,summer,6,2016
0,0,13,0,0,0,Literature/screenwriting/writing,0,0,21,1,summer,6,2016
0,0,1,0,0,0,Real property,5,4,1606,56,summer,6,2016
0,0,5,0,0,0,Property management,0,0,92,11,summer,6,2016
0,0,10,0,0,0,Restaurants & recreation,0,3,495,67,summer,6,2016
0,0,2,0,0,0,Hotels/tourism,0,0,16,6,summer,6,2016
0,0,5,0,0,0,Beauty and personal care,0,1,78,2,summer,6,2016
0,0,15,1,0,0,General merchandise/chains/retail,8,11,291,17,summer,6,2016
0,0,0,2,0,0,Security/housekeeping/other,0,0,30,13,summer,6,2016
10,0,17,0,0,0,Graduates,2,6,490,9,summer,6,2016
8,0,39,4,0,0,Other,16,5,638,33,summer,6,2016
3,0,69,0,0,0,,15,1,699,12,summer,7,2016
7,0,20,0,0,0,Computer software,0,0,491,34,summer,7,2016
18,0,178,0,0,0,Sales management,41,11,2045,133,summer,7,2016
13,0,106,0,0,0,market/marketing,44,14,2013,71,summer,7,2016
8,0,296,4,0,0,Sales,145,23,7826,311,summer,7,2016
2,0,19,0,0,0,Computer hardware,0,0,100,1,summer,7,2016
3,0,36,0,0,0,Internet development and application,2,4,488,41,summer,7,2016
0,0,7,0,0,0,IT-Management,0,0,69,1,summer,7,2016
2,0,11,0,0,0,"IT-QM, technical support and more",0,1,51,1,summer,7,2016
2,0,1,0,0,0,Communications technology,12,0,67,0,summer,7,2016
9,0,12,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,3,98,3,summer,7,2016
17,0,106,0,0,0,Finance/auditing/tax,4,3,320,36,summer,7,2016
6,0,41,0,0,0,Engineering/machinery/energy,5,2,289,5,summer,7,2016
12,0,139,0,0,0,HR,6,2,451,20,summer,7,2016
2,0,6,0,0,0,Senior management,0,0,19,5,summer,7,2016
0,0,21,3,0,0,Logistics/warehousing,22,8,258,19,summer,7,2016
1,0,33,0,0,0,Art/graphics/Animation design,0,19,312,29,summer,7,2016
0,0,1,0,0,0,Legal profession/law,0,0,26,10,summer,7,2016
12,0,17,0,0,0,Education,0,0,308,1,summer,7,2016
2,0,12,0,0,0,Hospital/medical/care,0,3,164,1,summer,7,2016
6,0,15,0,0,0,Counsel/consulting,15,0,494,5,summer,7,2016
0,0,0,6,0,0,Transportation service,7,0,109,6,summer,7,2016
2,0,0,0,0,0,Translation,0,0,2,0,summer,7,2016
12,0,39,0,0,0,Construction/infrastructure/gardening,0,5,316,15,summer,7,2016
0,0,0,0,0,0,Banking,2,2,50,0,summer,7,2016
20,0,128,0,0,0,Office administration/logistics,17,32,915,122,summer,7,2016
7,0,69,0,0,0,Customer service and technical support,33,6,1124,35,summer,7,2016
0,0,10,0,0,0,Securities/finance/investment,0,6,394,6,summer,7,2016
11,0,44,0,0,0,Insurance,6,0,864,10,summer,7,2016
2,0,14,0,0,0,Production/operation,3,4,105,6,summer,7,2016
14,0,12,2,0,0,QMS/safety/environmental protection,1,3,125,2,summer,7,2016
4,0,8,5,0,0,Technical work,9,4,799,84,summer,7,2016
0,0,0,0,0,0,Fashion/textile/furs,0,1,4,3,summer,7,2016
2,0,10,0,0,0,Procurement,5,0,67,3,summer,7,2016
4,0,12,0,0,0,Trade,1,0,167,2,summer,7,2016
6,0,12,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,1,1,102,2,summer,7,2016
0,0,7,0,0,0,Advertising,0,0,32,4,summer,7,2016
0,0,3,0,0,0,PRs and news media,0,0,6,0,summer,7,2016
2,0,4,0,0,0,"Movies, TV and recreation",0,0,38,6,summer,7,2016
2,0,4,0,0,0,Literature/screenwriting/writing,0,0,10,0,summer,7,2016
0,0,24,0,0,0,Real property,6,8,563,20,summer,7,2016
0,0,8,0,0,0,Property management,0,0,374,36,summer,7,2016
0,0,16,0,0,0,Restaurants & recreation,2,0,324,42,summer,7,2016
0,0,3,0,0,0,Hotels/tourism,3,0,18,3,summer,7,2016
0,0,0,0,0,0,Beauty and personal care,3,0,64,11,summer,7,2016
0,0,13,2,0,0,General merchandise/chains/retail,6,2,415,17,summer,7,2016
0,0,0,0,0,0,Security/housekeeping/other,0,0,61,9,summer,7,2016
8,0,23,0,0,0,Graduates,7,1,408,9,summer,7,2016
13,0,97,5,0,0,Other,8,3,785,48,summer,7,2016
5,0,102,0,0,0,,37,3,1904,59,summer,8,2016
8,0,29,0,0,0,Computer software,0,0,286,1,summer,8,2016
9,0,124,2,0,0,Sales management,23,12,1400,120,summer,8,2016
8,0,102,2,0,0,market/marketing,48,21,1676,67,summer,8,2016
7,0,233,2,0,0,Sales,131,40,5827,223,summer,8,2016
2,0,3,0,0,0,Computer hardware,0,0,22,0,summer,8,2016
3,0,44,0,0,0,Internet development and application,0,1,499,28,summer,8,2016
0,0,4,0,0,0,IT-Management,0,0,13,2,summer,8,2016
0,0,15,0,0,0,"IT-QM, technical support and more",0,0,62,4,summer,8,2016
0,0,8,2,0,0,Communications technology,10,0,103,6,summer,8,2016
6,0,14,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,1,62,0,summer,8,2016
9,0,126,3,0,0,Finance/auditing/tax,1,8,326,29,summer,8,2016
4,0,31,1,0,0,Engineering/machinery/energy,4,2,464,4,summer,8,2016
17,0,111,0,0,0,HR,8,1,336,13,summer,8,2016
9,0,9,0,0,0,Senior management,0,2,51,2,summer,8,2016
2,0,25,4,0,0,Logistics/warehousing,23,4,480,38,summer,8,2016
0,0,25,0,0,0,Art/graphics/Animation design,0,14,209,24,summer,8,2016
0,0,1,0,0,0,Science & Technology,0,0,1,0,summer,8,2016
42,0,27,0,0,0,Education,0,4,397,2,summer,8,2016
0,0,18,0,0,0,Hospital/medical/care,0,0,86,2,summer,8,2016
1,0,28,0,0,0,Counsel/consulting,11,1,598,9,summer,8,2016
0,0,0,8,0,0,Transportation service,15,0,171,26,summer,8,2016
37,0,48,0,0,0,Construction/infrastructure/gardening,0,5,435,13,summer,8,2016
0,0,1,0,0,0,Banking,0,1,30,0,summer,8,2016
13,0,168,2,0,0,Office administration/logistics,22,38,928,104,summer,8,2016
0,0,56,0,0,0,Customer service and technical support,36,10,981,27,summer,8,2016
5,0,14,0,0,0,Securities/finance/investment,0,4,432,12,summer,8,2016
8,0,56,0,0,0,Insurance,0,0,416,4,summer,8,2016
1,0,27,2,0,0,Production/operation,9,16,331,6,summer,8,2016
2,0,16,3,0,0,QMS/safety/environmental protection,0,3,429,3,summer,8,2016
0,0,16,13,0,0,Technical work,9,5,1384,95,summer,8,2016
2,0,8,1,0,0,Procurement,4,1,36,0,summer,8,2016
2,0,8,0,0,0,Trade,0,0,134,0,summer,8,2016
6,0,1,0,0,2,Biology/chemicals/pharmaceuticals/medical equipment,0,0,50,1,summer,8,2016
0,0,8,0,0,0,Advertising,0,3,66,13,summer,8,2016
0,0,2,0,0,0,PRs and news media,0,0,4,0,summer,8,2016
0,0,2,0,0,0,"Movies, TV and recreation",0,0,6,2,summer,8,2016
1,0,3,0,0,0,Literature/screenwriting/writing,0,0,10,2,summer,8,2016
4,0,37,0,0,0,Real property,8,1,1168,48,summer,8,2016
0,0,62,4,0,0,Property management,9,8,416,13,summer,8,2016
0,0,21,13,0,0,Restaurants & recreation,3,1,1150,157,summer,8,2016
0,0,1,0,0,0,Hotels/tourism,0,0,2,0,summer,8,2016
0,0,4,2,0,0,Beauty and personal care,3,4,229,9,summer,8,2016
0,0,12,7,0,0,General merchandise/chains/retail,10,5,511,33,summer,8,2016
0,0,0,0,0,0,Security/housekeeping/other,2,0,140,32,summer,8,2016
7,0,38,0,0,0,Graduates,2,1,395,12,summer,8,2016
14,0,71,0,0,0,Other,18,9,1194,68,summer,8,2016
5,0,99,0,0,0,,13,3,1331,41,autumn,9,2016
10,0,5,0,0,0,Computer software,0,0,79,2,autumn,9,2016
16,0,161,2,0,0,Sales management,25,12,1601,94,autumn,9,2016
13,0,117,2,0,0,market/marketing,26,15,1857,53,autumn,9,2016
6,0,223,11,0,0,Sales,103,36,5413,201,autumn,9,2016
0,0,2,0,0,0,Computer hardware,0,0,15,1,autumn,9,2016
15,0,37,0,0,0,Internet development and application,2,0,290,28,autumn,9,2016
1,0,4,0,0,0,IT-Management,0,0,10,0,autumn,9,2016
2,0,27,0,0,0,"IT-QM, technical support and more",0,0,86,0,autumn,9,2016
2,0,1,0,0,0,Communications technology,0,0,9,0,autumn,9,2016
11,0,19,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,2,139,4,autumn,9,2016
20,0,77,0,0,0,Finance/auditing/tax,10,4,287,26,autumn,9,2016
12,0,37,0,0,0,Engineering/machinery/energy,3,2,454,7,autumn,9,2016
16,0,103,0,0,0,HR,7,3,316,20,autumn,9,2016
4,0,2,0,0,0,Senior management,0,0,7,0,autumn,9,2016
6,0,41,8,0,0,Logistics/warehousing,8,5,334,30,autumn,9,2016
5,0,32,0,0,0,Art/graphics/Animation design,3,11,242,19,autumn,9,2016
1,0,0,0,0,0,Science & Technology,0,0,3,0,autumn,9,2016
4,0,1,0,0,0,Legal profession/law,0,0,16,6,autumn,9,2016
25,0,28,0,0,0,Education,0,2,395,0,autumn,9,2016
3,0,30,0,0,0,Hospital/medical/care,2,1,317,3,autumn,9,2016
2,0,28,0,0,0,Counsel/consulting,13,1,661,10,autumn,9,2016
0,0,4,3,0,0,Transportation service,6,0,104,30,autumn,9,2016
0,0,1,0,0,0,Translation,0,0,5,0,autumn,9,2016
6,0,44,1,0,0,Construction/infrastructure/gardening,8,3,310,19,autumn,9,2016
23,0,160,0,0,0,Office administration/logistics,14,16,604,59,autumn,9,2016
2,0,71,0,0,0,Customer service and technical support,32,25,1053,23,autumn,9,2016
5,0,18,0,0,0,Securities/finance/investment,1,2,383,7,autumn,9,2016
3,0,28,0,0,0,Insurance,11,0,522,1,autumn,9,2016
3,0,27,0,0,0,Production/operation,4,10,417,6,autumn,9,2016
3,0,13,4,0,0,QMS/safety/environmental protection,0,0,169,2,autumn,9,2016
0,0,11,21,0,0,Technical work,5,14,1731,83,autumn,9,2016
0,0,0,1,0,0,Fashion/textile/furs,0,0,5,0,autumn,9,2016
8,0,12,0,0,0,Procurement,0,0,65,4,autumn,9,2016
9,0,10,0,0,1,Trade,0,0,167,0,autumn,9,2016
0,0,11,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,0,1,80,6,autumn,9,2016
7,0,3,0,0,0,Advertising,0,2,41,5,autumn,9,2016
2,0,4,0,0,0,PRs and news media,0,0,18,4,autumn,9,2016
2,0,9,0,0,0,"Movies, TV and recreation",0,1,53,4,autumn,9,2016
2,0,9,0,0,0,Literature/screenwriting/writing,0,0,57,1,autumn,9,2016
4,0,23,0,0,0,Real property,6,0,878,22,autumn,9,2016
0,0,1,3,0,0,Property management,8,8,222,16,autumn,9,2016
0,0,28,4,0,0,Restaurants & recreation,6,3,1057,130,autumn,9,2016
0,0,1,4,0,0,Hotels/tourism,0,2,95,17,autumn,9,2016
0,0,4,2,0,0,Beauty and personal care,4,1,362,11,autumn,9,2016
0,0,20,0,0,0,General merchandise/chains/retail,8,12,491,25,autumn,9,2016
0,0,1,0,0,0,Security/housekeeping/other,3,0,116,28,autumn,9,2016
10,0,48,0,0,0,Graduates,0,3,701,7,autumn,9,2016
3,0,66,0,0,2,Other,6,0,510,46,autumn,9,2016
0,0,62,0,0,0,,19,4,1358,57,autumn,10,2016
12,2,14,0,0,2,Computer software,0,0,150,10,autumn,10,2016
12,0,171,6,0,0,Sales management,20,3,5129,95,autumn,10,2016
14,0,75,6,0,0,market/marketing,25,15,3597,52,autumn,10,2016
12,0,139,4,0,0,Sales,71,17,5829,175,autumn,10,2016
1,0,7,0,0,0,Computer hardware,0,0,29,0,autumn,10,2016
8,0,29,0,0,0,Internet development and application,0,1,403,29,autumn,10,2016
2,0,5,0,0,0,IT-Management,0,0,23,1,autumn,10,2016
3,0,7,0,0,0,"IT-QM, technical support and more",0,0,38,0,autumn,10,2016
1,0,0,0,0,0,Communications technology,0,2,41,0,autumn,10,2016
22,0,13,0,0,16,Electronics/appliances/semiconductor/instrumentation,6,0,344,4,autumn,10,2016
16,0,67,0,0,1,Finance/auditing/tax,3,2,239,35,autumn,10,2016
36,1,43,1,0,4,Engineering/machinery/energy,2,11,672,15,autumn,10,2016
8,0,65,0,0,0,HR,7,0,211,21,autumn,10,2016
8,0,6,0,0,1,Senior management,0,0,19,2,autumn,10,2016
5,0,19,3,0,0,Logistics/warehousing,16,5,363,29,autumn,10,2016
8,0,25,0,0,0,Art/graphics/Animation design,2,11,261,24,autumn,10,2016
2,1,0,0,0,2,Science & Technology,0,0,12,0,autumn,10,2016
0,0,0,0,0,0,Legal profession/law,0,0,6,3,autumn,10,2016
10,16,7,0,0,0,Education,0,0,239,5,autumn,10,2016
0,0,9,0,0,0,Hospital/medical/care,0,2,1445,3,autumn,10,2016
0,0,18,0,0,0,Counsel/consulting,13,0,578,3,autumn,10,2016
0,0,3,2,0,0,Transportation service,5,0,70,19,autumn,10,2016
3,0,2,0,0,0,Translation,0,0,32,0,autumn,10,2016
7,0,24,7,0,0,Construction/infrastructure/gardening,1,4,277,13,autumn,10,2016
9,0,107,2,0,1,Office administration/logistics,15,4,486,52,autumn,10,2016
3,0,45,2,0,0,Customer service and technical support,32,7,671,7,autumn,10,2016
7,0,8,0,0,0,Securities/finance/investment,0,0,212,11,autumn,10,2016
6,0,29,0,0,1,Insurance,17,0,465,5,autumn,10,2016
4,0,9,0,0,0,Production/operation,4,4,94,4,autumn,10,2016
12,0,10,0,0,1,QMS/safety/environmental protection,0,5,92,3,autumn,10,2016
7,0,5,15,0,0,Technical work,7,38,1293,86,autumn,10,2016
5,0,6,0,0,0,Procurement,0,0,15,0,autumn,10,2016
7,0,11,0,0,0,Trade,0,0,144,1,autumn,10,2016
27,1,10,0,0,4,Biology/chemicals/pharmaceuticals/medical equipment,4,0,302,2,autumn,10,2016
0,0,1,0,0,0,Advertising,0,0,5,1,autumn,10,2016
0,0,3,0,0,0,PRs and news media,0,0,13,2,autumn,10,2016
1,0,0,0,0,0,"Movies, TV and recreation",0,3,27,2,autumn,10,2016
3,0,1,0,0,0,Literature/screenwriting/writing,0,0,9,0,autumn,10,2016
0,0,13,0,0,0,Real property,2,0,203,16,autumn,10,2016
1,0,3,0,0,0,Property management,3,0,106,16,autumn,10,2016
0,0,0,3,0,0,Restaurants & recreation,4,1,489,62,autumn,10,2016
7,0,4,0,0,0,Hotels/tourism,3,0,115,16,autumn,10,2016
2,0,1,8,0,0,Beauty and personal care,0,0,152,5,autumn,10,2016
0,0,3,6,0,0,General merchandise/chains/retail,0,3,294,7,autumn,10,2016
0,0,2,0,0,0,Security/housekeeping/other,0,0,61,20,autumn,10,2016
27,0,39,0,0,1,Graduates,0,0,821,16,autumn,10,2016
11,0,60,3,0,2,Other,0,2,364,42,autumn,10,2016
0,0,50,0,0,0,,22,1,1105,65,autumn,11,2016
2,0,8,2,0,0,Computer software,0,0,69,7,autumn,11,2016
12,0,82,0,0,0,Sales management,10,4,1513,66,autumn,11,2016
6,0,61,2,0,0,market/marketing,17,13,1377,36,autumn,11,2016
5,0,95,2,0,0,Sales,37,10,2380,117,autumn,11,2016
0,0,3,0,0,0,Computer hardware,0,0,8,0,autumn,11,2016
1,0,11,0,0,1,Internet development and application,0,3,195,26,autumn,11,2016
1,0,4,0,0,0,IT-Management,0,0,19,4,autumn,11,2016
0,0,2,0,0,0,"IT-QM, technical support and more",0,0,9,1,autumn,11,2016
0,0,14,0,0,0,Communications technology,2,0,42,0,autumn,11,2016
12,0,10,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,1,121,6,autumn,11,2016
3,0,66,2,0,0,Finance/auditing/tax,2,10,173,4,autumn,11,2016
12,0,23,4,0,0,Engineering/machinery/energy,2,14,477,22,autumn,11,2016
5,0,67,0,0,0,HR,3,0,177,15,autumn,11,2016
2,0,3,0,0,0,Senior management,0,0,11,4,autumn,11,2016
1,0,15,1,0,0,Logistics/warehousing,11,4,162,17,autumn,11,2016
0,0,14,0,0,0,Art/graphics/Animation design,0,15,173,27,autumn,11,2016
0,0,0,0,0,0,Legal profession/law,0,0,10,5,autumn,11,2016
2,0,10,0,0,0,Education,0,0,54,0,autumn,11,2016
2,0,5,0,0,0,Hospital/medical/care,1,1,264,5,autumn,11,2016
0,0,3,0,0,0,Counsel/consulting,4,4,173,1,autumn,11,2016
0,0,1,2,0,0,Transportation service,5,0,37,7,autumn,11,2016
0,0,34,4,0,0,Construction/infrastructure/gardening,0,0,141,2,autumn,11,2016
4,0,0,0,0,0,Banking,0,0,40,0,autumn,11,2016
14,0,67,0,0,0,Office administration/logistics,4,10,364,58,autumn,11,2016
1,0,21,0,0,0,Customer service and technical support,21,1,707,7,autumn,11,2016
0,0,4,0,0,0,Securities/finance/investment,0,0,36,0,autumn,11,2016
6,0,15,0,0,0,Insurance,0,0,330,13,autumn,11,2016
3,0,11,6,0,1,Production/operation,1,2,116,10,autumn,11,2016
3,0,10,0,0,0,QMS/safety/environmental protection,0,8,67,4,autumn,11,2016
0,0,3,11,0,0,Technical work,4,26,951,74,autumn,11,2016
1,0,3,0,0,0,Procurement,0,2,13,0,autumn,11,2016
3,0,7,0,0,0,Trade,0,0,82,0,autumn,11,2016
5,0,6,0,0,1,Biology/chemicals/pharmaceuticals/medical equipment,0,0,121,42,autumn,11,2016
0,0,3,0,0,0,Advertising,0,0,3,0,autumn,11,2016
0,0,2,0,0,0,PRs and news media,0,0,4,0,autumn,11,2016
1,0,1,0,0,0,"Movies, TV and recreation",0,6,61,0,autumn,11,2016
0,0,13,0,0,0,Literature/screenwriting/writing,0,0,39,0,autumn,11,2016
0,0,14,0,0,0,Real property,3,1,157,8,autumn,11,2016
0,0,8,0,0,0,Property management,5,0,239,19,autumn,11,2016
0,0,2,13,0,0,Restaurants & recreation,8,9,757,83,autumn,11,2016
0,0,3,0,0,0,Hotels/tourism,4,0,28,3,autumn,11,2016
0,0,1,0,0,0,Beauty and personal care,0,0,104,8,autumn,11,2016
0,0,5,2,0,0,General merchandise/chains/retail,1,2,220,7,autumn,11,2016
0,0,1,2,0,0,Security/housekeeping/other,0,0,116,25,autumn,11,2016
4,0,17,0,0,0,Graduates,0,0,311,14,autumn,11,2016
8,0,60,3,0,0,Other,4,0,241,27,autumn,11,2016
2,0,26,0,0,0,,0,6,576,44,winter,12,2016
2,0,9,0,0,0,Computer software,0,0,47,1,winter,12,2016
4,0,51,0,0,0,Sales management,6,10,521,23,winter,12,2016
4,0,43,0,0,0,market/marketing,8,4,843,49,winter,12,2016
0,0,70,0,0,0,Sales,28,21,2023,73,winter,12,2016
0,0,1,0,0,0,Computer hardware,0,0,4,0,winter,12,2016
7,0,10,0,0,0,Internet development and application,0,0,142,22,winter,12,2016
0,0,4,0,0,0,"IT-QM, technical support and more",0,0,5,0,winter,12,2016
0,0,13,0,0,0,Communications technology,0,0,30,0,winter,12,2016
2,0,1,0,0,0,Electronics/appliances/semiconductor/instrumentation,11,2,192,0,winter,12,2016
9,0,43,0,0,0,Finance/auditing/tax,0,5,120,18,winter,12,2016
8,0,18,2,0,0,Engineering/machinery/energy,5,0,300,23,winter,12,2016
6,0,35,4,0,0,HR,1,0,125,3,winter,12,2016
2,0,1,0,0,0,Senior management,0,0,9,6,winter,12,2016
2,0,10,4,0,0,Logistics/warehousing,4,8,167,16,winter,12,2016
0,0,19,0,0,0,Art/graphics/Animation design,0,11,169,13,winter,12,2016
1,0,1,0,0,0,Science & Technology,0,0,3,0,winter,12,2016
2,0,0,0,0,0,Legal profession/law,0,0,2,0,winter,12,2016
2,0,1,0,0,1,Education,0,0,19,0,winter,12,2016
2,0,1,0,0,0,Hospital/medical/care,0,0,12,0,winter,12,2016
0,0,0,0,0,0,Counsel/consulting,1,0,9,1,winter,12,2016
0,0,0,2,0,0,Transportation service,0,0,29,9,winter,12,2016
4,0,15,0,0,0,Construction/infrastructure/gardening,0,5,199,1,winter,12,2016
1,0,35,1,0,0,Office administration/logistics,8,2,356,42,winter,12,2016
0,0,9,0,0,0,Customer service and technical support,10,6,170,8,winter,12,2016
0,0,5,0,0,0,Securities/finance/investment,0,0,126,0,winter,12,2016
0,0,16,2,0,0,Production/operation,5,7,142,5,winter,12,2016
3,0,6,0,0,0,QMS/safety/environmental protection,0,5,79,11,winter,12,2016
0,0,3,7,0,0,Technical work,7,15,744,68,winter,12,2016
0,0,0,0,0,0,Fashion/textile/furs,0,0,5,1,winter,12,2016
0,0,2,0,0,0,Procurement,0,0,3,0,winter,12,2016
8,0,0,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,0,0,69,24,winter,12,2016
2,0,1,0,0,0,Advertising,0,0,4,0,winter,12,2016
0,0,0,0,0,0,PRs and news media,0,3,21,0,winter,12,2016
0,0,12,0,0,0,Literature/screenwriting/writing,0,0,38,2,winter,12,2016
0,0,7,0,0,0,Real property,1,3,152,0,winter,12,2016
0,0,1,1,0,0,Property management,0,0,26,7,winter,12,2016
0,0,0,0,0,0,Restaurants & recreation,1,0,429,62,winter,12,2016
0,0,3,0,0,0,Hotels/tourism,3,0,26,1,winter,12,2016
0,0,1,1,0,0,Beauty and personal care,1,0,24,0,winter,12,2016
0,0,7,0,0,0,General merchandise/chains/retail,8,1,415,15,winter,12,2016
0,0,0,0,0,0,Security/housekeeping/other,0,0,40,16,winter,12,2016
1,0,10,0,0,0,Graduates,0,0,188,2,winter,12,2016
11,0,51,0,0,0,Other,5,6,553,29,winter,12,2016
2,0,6,0,0,0,,0,0,60,8,winter,1,2017
3,0,0,0,0,2,Computer software,0,0,15,0,winter,1,2017
2,0,11,0,0,0,Sales management,0,0,78,0,winter,1,2017
0,0,5,0,0,0,market/marketing,0,0,31,2,winter,1,2017
0,0,2,0,0,0,Sales,0,0,180,12,winter,1,2017
0,0,2,0,0,0,Internet development and application,0,0,4,0,winter,1,2017
0,0,2,0,0,0,"IT-QM, technical support and more",0,2,10,0,winter,1,2017
